actual,predicted.gaussian,predicted.svm,predicted.random,actual_scaled,predicted.neural$net.result
286,299.279954400508,266.155145209557,294.834733333333,0.301480484522207,0.300214989697208
594,596.067170572531,602.708164570767,572.4368,0.321668909825034,0.325067761630618
274,267.810805966356,267.453805374812,272.650066666667,0.388963660834455,0.38390953977243
235,253.368207329228,233.399798095531,240.4439,0.380888290713324,0.39666357293316
382,398.743210768886,408.629334627652,420.549666666666,0.407806191117093,0.405015338890286
752,738.976588654447,732.88229295396,729.093733333334,0.794078061911171,0.801139200259536
339,340.370518505774,334.38258769902,333.814833333333,0.685060565275909,0.672957446155614
313,313.20473728638,317.171701146965,308.697133333333,0.757738896366083,0.753910415254476
661,645.3634271858,664.998627386916,635.884266666667,0.629878869448183,0.610173225188544
451,452.158741709139,454.457987349519,434.465566666667,0.706594885598923,0.690092346368546
250,251.824674841843,267.446906229981,265.744566666667,0.650067294751009,0.650798664892378
586,586.817403799867,564.433098895552,570.824933333333,0.577388963660834,0.565588380155098
617,592.707445379152,608.29223697063,550.958766666667,0.467025572005384,0.470597392627615
373,392.26490379001,385.237827218682,367.645933333333,0.306864064602961,0.31988026412434
386,384.719126510624,386.823163756025,384.710366666667,0.257065948855989,0.272211614423859
315,303.989213686574,304.988381999864,324.1286,0.242261103633917,0.311474289975265
395,360.141979981183,365.240751602023,375.3158,0.267833109017497,0.278792715062121
517,505.478325674165,504.286808647692,507.3675,0.492597577388964,0.48156815375605
368,369.457193098095,364.022960889522,369.374866666667,0.292059219380888,0.32246181460126
411,422.787778096062,422.962959597151,404.7585,0.360699865410498,0.35783713165454
401,406.943998760105,406.503322476991,400.6078,0.313593539703903,0.317575556900327
230,222.592613493885,238.856432718672,261.663233333333,0.34185733512786,0.34903483774385
324,320.467557890208,313.248394483265,323.363366666667,0.375504710632571,0.385186051080337
450,451.093060794093,446.724846578407,432.4826,0.401076716016151,0.395669141862033
670,659.727997626919,663.676844839189,645.025733333333,0.321668909825034,0.317571390919537
268,290.710471203207,289.722900489656,286.357433333333,0.31628532974428,0.309488821813368
611,612.449858772758,617.480354315025,605.520666666666,0.337819650067295,0.336933511332822
316,303.635066370493,295.536560436467,311.583766666667,0.566621803499327,0.559114368598005
282,312.365887470886,291.772859509614,267.405766666667,0.573351278600269,0.57523664810291
310,307.163225361416,303.570583442843,312.106733333333,0.598923283983849,0.643755833613638
591,586.438730462333,596.421946238966,576.930833333333,0.546433378196501,0.589416426759364
514,509.435539250531,522.059561521357,514.188633333333,0.597577388963661,0.601942848798012
321,315.053155700053,306.108363625576,321.587333333333,0.405114401076716,0.402203600927113
487,488.063787992945,478.616727433537,459.9604,0.379542395693136,0.394802073190311
779,760.897020420214,770.844484211073,744.85,0.526244952893674,0.509996112023955
274,279.996394705609,279.869187578562,290.864266666666,0.499327052489906,0.478899468669851
278,279.671044848439,262.52025091601,262.3313,0.736204576043069,0.718504316695268
620,611.822586584976,601.565665361073,617.2983,0.51278600269179,0.559601652068598
251,257.887104907863,256.965586262292,263.926266666667,0.676985195154778,0.661134792636473
291,259.178323865342,286.970964948284,299.6973,0.386271870794078,0.326812546461066
423,430.96357035308,421.661405502368,365.428766666667,0.446837146702557,0.388751308660357
318,332.272445194646,316.454319162136,302.538766666667,0.323014804845222,0.269804568768422
307,299.649789992488,323.365823437142,298.708133333333,0.559892328398385,0.551960549715471
424,405.426146250479,408.25640548689,413.0232,0.497981157469717,0.480151463789371
510,501.644284965589,504.144112824224,506.989766666667,0.390309555854643,0.371942679306969
524,513.518418501596,524.348379230058,528.402566666667,0.343203230148048,0.341396463958234
685,671.569499009779,685.093428475146,653.338166666666,0.320323014804845,0.324752960294984
367,373.527294805633,373.813650464136,376.047933333333,0.242261103633917,0.276002105110531
304,303.371041112592,280.38052577431,280.901933333333,0.218034993270525,0.255234414729575
294,291.276384421505,273.647319280647,287.307566666667,0.288021534320323,0.286589415021006
541,547.062948943353,544.718325507641,535.549533333333,0.231493943472409,0.230770135216461
224,235.251159823498,230.8463231823,249.102366666667,0.301480484522207,0.304341987633863
766,726.689469124433,736.317236638457,701.659966666667,0.313593539703903,0.299559531444549
367,355.429914520715,352.860667083469,337.288666666667,0.282637954239569,0.280343586563346
298,293.75759988615,299.818065694276,302.2222,0.283983849259758,0.279177379747013
440,446.47590281419,435.930892936637,431.492566666667,0.353970390309556,0.314370657524315
605,589.175313541989,590.504647244177,560.727,0.323014804845222,0.285605613854255
279,266.044533690129,271.799584998102,292.596066666667,0.331090174966353,0.303994591843534
361,374.197629124923,371.866192787471,377.781766666667,0.309555854643338,0.32304397587357
507,496.258085726651,502.530557220588,498.5028,0.259757738896366,0.244357984608431
288,302.767533784889,272.463499033231,300.9432,0.300134589502019,0.304120193964737
551,548.136214893602,534.888081805001,532.588233333333,0.267833109017497,0.262884397118901
620,620.668926656556,623.935489944439,620.979066666667,0.22207267833109,0.211245243165573
392,360.865216069405,368.954202050178,386.101866666667,0.339165545087483,0.285114118346024
319,299.168377532461,307.613125144745,316.331933333333,0.468371467025572,0.457062177890514
653,634.671309270777,656.34981429586,657.415666666667,0.31628532974428,0.302832052081192
499,488.900177622578,472.776572730506,468.9932,0.53028263795424,0.52581879778534
560,543.130766094404,546.692439282908,523.848966666667,0.594885598923284,0.574840326104587
341,334.194122050673,331.586175387082,370.307166666667,0.749663526244953,0.779415133682902
356,330.168131637919,330.148823714006,349.472166666667,0.588156123822342,0.573523993181311
371,349.161356658633,343.824093669324,376.541266666667,0.403768506056528,0.38455092722617
730,717.868827482907,714.380395831566,695.5973,0.546433378196501,0.615751192529923
327,299.037182931501,322.699877513588,323.995866666667,0.520861372812921,0.622278499725332
313,385.897271128264,415.04946297924,380.9903,0.598923283983849,0.598616180921271
552,525.213977276148,530.191433415836,525.847266666667,0.488559892328398,0.47721478032109
355,351.225228237321,350.982481308914,346.803033333333,0.391655450874832,0.386823627950013
491,471.601989562274,465.270566774918,449.934799999999,0.602960969044415,0.597779561130676
505,595.090363829524,607.199400866553,581.839966666667,0.321668909825034,0.326130712570627
438,467.351299935724,433.528899010216,404.787766666667,0.301480484522207,0.31065210001537
507,564.006586234142,616.078827896181,568.729666666667,0.39300134589502,0.393427924285917
457,454.929718851151,450.703856259373,432.410233333333,0.394347240915209,0.418670739409594
741,687.459749901019,710.290708922802,662.156466666666,0.434724091520861,0.443687182347227
322,350.257779158259,338.670198048987,309.5236,0.837146702557201,0.823027285140969
268,247.830964555301,247.0391831548,286.2427,0.711978465679677,0.697412913494128
576,602.012497298938,555.885396021448,565.319366666667,0.58950201884253,0.572726396635268
477,478.018932180263,478.616769036712,471.947066666667,0.639300134589502,0.615464355544292
537,529.013556497676,528.294783896939,508.173066666667,0.745625841184388,0.74097645964771
324,324.507577968609,310.489870823059,325.913533333333,0.826379542395693,0.785393164088533
574,567.832992278392,573.412994051164,567.611466666666,0.771197846567968,0.764119241595207
499,511.177025139794,504.107057449196,504.478033333333,0.492597577388964,0.487286226666951
692,679.487486644689,685.723143542064,663.0121,0.379542395693136,0.402398804431847
602,583.761687092312,601.718950595159,588.450466666666,0.255720053835801,0.275255371851535
350,357.682803513815,369.652705364418,364.616266666667,0.349932705248991,0.365593843382646
536,522.222509459824,515.549226419945,517.186633333333,0.267833109017497,0.285270312665564
345,339.93484614955,340.11649636231,342.9116,0.434724091520861,0.416194795643943
444,433.645029420882,434.580526094455,426.558566666667,0.2907133243607,0.300937686310493
445,437.828764462848,435.900919398082,410.358066666667,0.383580080753701,0.377873169461194
273,261.584850731078,263.136750319373,281.151033333333,0.349932705248991,0.359149647456628
246,254.147957392842,249.793093786084,261.019266666667,0.394347240915209,0.422197340476756
437,429.650696930178,421.63135684592,413.826266666667,0.46164199192463,0.471135929012649
304,258.158595430463,303.392642978336,336.0345,0.376850605652759,0.37485093994415
586,588.746176429351,583.279893421133,573.443633333333,0.413189771197847,0.404055015338834
267,263.044139278146,273.396636313107,263.975166666667,0.329744279946164,0.319359511369934
298,320.411778456604,311.672439586327,315.767166666667,0.378196500672948,0.367395599819465
389,370.75513074976,376.646201094108,383.510566666667,0.66621803499327,0.664117298165315
357,351.411739362462,349.971217813363,346.075066666667,0.545087483176312,0.54332206511101
275,287.28989776119,294.072663928441,283.523966666667,0.60699865410498,0.615863558393268
614,616.310942700595,596.662841883614,543.491566666666,0.621803499327052,0.634000927791257
426,452.094889889001,412.56514885763,378.521,0.702557200538358,0.721073366691992
529,513.550696896811,518.554225289864,519.3076,0.426648721399731,0.418777082563189
515,532.718697848422,538.329144957115,529.8459,0.445491251682369,0.448319882828224
247,261.978143221321,251.597853439993,252.365533333334,0.659488559892328,0.690581787090643
417,408.942817689181,395.656334770261,380.5985,0.617765814266487,0.637202595654905
595,587.492540208938,598.440457907505,574.752533333333,0.716016150740242,0.702479427152028
323,323.735217605532,320.794619288676,328.4482,0.527590847913863,0.51083021377669
408,413.698568416793,403.51151810645,398.896666666667,0.694481830417227,0.690535388127465
521,517.68857816417,515.013369176322,517.8083,0.671601615074024,0.702944024231423
551,532.652460235152,549.737051328838,549.9416,0.671601615074024,0.718280093072585
308,317.224842852478,333.762112459172,324.0535,0.601615074024226,0.61970199141347
575,597.468828463861,626.068405438612,598.8629,0.68371467025572,0.67890488928237
255,274.698013914106,265.063992176276,244.944666666667,0.592193808882907,0.606813074467875
342,354.68153495327,360.633605151972,341.836533333333,0.407806191117093,0.394098200145969
655,653.23258162776,659.735625254481,629.976333333334,0.21399730820996,0.26389180071133
428,431.73397742124,410.898686183325,411.242766666667,0.263795423956931,0.266063098527279
364,353.622844416098,347.793656592804,358.384766666667,0.325706594885599,0.329583469277301
292,296.327989605111,293.34398329619,294.889633333333,0.185733512786003,0.214423009958945
342,345.172550730322,334.014468069253,340.4146,0.253028263795424,0.250109115031307
284,292.75549336684,284.641298062291,273.198666666667,0.320323014804845,0.325958565173885
577,575.437361739531,570.068030285148,569.628166666667,0.203230148048452,0.236368653136776
359,349.14718262591,351.484421248879,360.015433333333,0.250336473755047,0.245277954474726
448,433.5756447436,425.740387909269,385.163866666667,0.212651413189771,0.215345978506534
307,294.292106311671,303.516728792275,310.085533333333,0.2907133243607,0.284815299513866
298,295.206796931675,296.937378856277,295.819766666667,0.325706594885599,0.304628202044637
318,319.548966677527,315.206482451454,313.1723,0.308209959623149,0.278618158246193
508,495.129623686175,504.143485897372,521.6361,0.285329744279946,0.269906951183097
537,525.050697397151,529.891491380588,501.164066666667,0.257065948855989,0.240861188340177
390,408.211328950829,410.688786789129,407.2117,0.220726783310902,0.207804270363599
257,307.183558849554,282.454441338761,313.6416,0.255720053835801,0.255440519681701
376,373.583185476261,368.944372057151,382.9488,0.224764468371467,0.226802656714245
270,273.755139326374,275.127988451275,273.7656,0.294751009421265,0.294987158254304
345,322.264904082422,318.13025794786,322.910866666667,0.22207267833109,0.251485699949821
703,691.947224262611,697.248489996161,696.042266666666,0.693135935397039,0.676624966002943
384,375.639936001309,374.957108482116,369.2113,0.585464333781965,0.588077498304905
650,628.798689032732,638.211813638957,635.834433333333,0.781965006729475,0.778537419431031
705,685.821609210366,691.823223756128,696.245866666666,0.737550471063257,0.747385482811612
732,723.870154151193,720.360201978727,680.949866666667,0.784656796769852,0.787815904806985
365,356.837509164464,354.671737346299,363.850166666667,0.749663526244953,0.750978108670329
572,552.784921176432,569.341254911872,553.9164,0.716016150740242,0.726743296247672
259,268.841749493771,273.024634832796,280.734333333333,0.815612382234186,0.820541987620752
305,302.329426664591,305.373183622145,311.060466666666,0.757738896366083,0.754323099417289
442,444.60870270363,434.230142058679,452.4251,0.847913862718708,0.845807221732744
355,337.100294717813,344.556529942577,337.032966666667,0.608344549125168,0.599204351897353
341,340.161829824481,340.784474995182,344.2976,0.344549125168237,0.342809665781531
280,279.565501818966,272.134161419502,280.450133333333,0.685060565275909,0.687054480408031
735,706.016790009748,714.877669097826,695.0327,0.220726783310902,0.227756608799115
338,342.531433136412,341.343034120027,341.279566666666,0.345895020188425,0.344062161763854
281,288.060325739356,295.246824155031,293.897966666667,0.386271870794078,0.383334736344296
712,695.049331125328,705.289039491308,702.195399999999,0.411843876177658,0.407591278674179
281,295.580067193322,271.637118486087,272.8616,0.464333781965007,0.47834961435363
375,363.575633258773,361.918220860921,372.934933333333,0.925975773889637,0.896148150186328
454,448.20248461129,479.274742626873,477.872266666667,0.764468371467026,0.736081728929771
261,260.224033554974,242.558814269213,253.1344,0.857335127860027,0.852887935186827
707,704.02103249626,680.857425432771,687.598766666667,0.663526244952894,0.645981350418353
220,228.392873749735,228.356779773963,249.5257,0.751009421265141,0.744403453587347
615,623.735823640823,611.950476638915,594.182866666667,0.710632570659489,0.693114802618518
183,179.76235004329,199.707595608369,208.369133333333,0.791386271870794,0.785402367349343
337,371.880003472629,346.72667228308,328.1682,0.586810228802153,0.580059823362009
661,638.698434927742,652.508746706368,658.085966666666,0.340511440107672,0.340308918202733
547,552.315602091205,549.085637109934,543.516366666666,0.297442799461642,0.294340441893749
670,662.770774051533,672.67428104851,658.911866666666,0.343203230148048,0.350789601795082
255,246.458422252753,249.757861258113,257.7353,0.282637954239569,0.286867312071221
331,319.400044016404,319.82017424647,327.789066666667,0.514131897711978,0.497148628111495
611,623.75709650185,609.359216125703,588.793266666667,0.31628532974428,0.310134823604794
344,339.076451318822,348.676410720468,352.722766666667,0.366083445491252,0.359694955563041
323,322.315848378637,321.766246907842,328.903033333333,0.456258411843876,0.460484611655761
369,366.262037273963,363.743277122156,353.4693,0.402422611036339,0.414858143554218
430,416.755505967382,419.185050699692,425.484233333333,0.60699865410498,0.593461510902436
562,568.882298487122,571.552427255198,556.750366666666,0.370121130551817,0.36177179082082
320,302.339201381074,302.864517625507,313.269166666667,0.347240915208614,0.339606133387691
249,228.618913092062,239.57408814972,243.591133333333,0.160161507402423,0.174220919976344
380,383.056181548878,382.088679638446,383.543666666667,0.320323014804845,0.310852372358967
355,358.699334533408,335.676275012142,334.375566666667,0.668909825033647,0.660131311978345
250,240.177571928211,258.26679612314,271.4541,0.60699865410498,0.603637393460012
217,237.4601170185,247.515575166352,253.5881,0.576043068640646,0.58799524417249
348,311.567238359827,319.492210440722,318.837,0.594885598923284,0.638011079652249
282,294.615086628151,307.534192831426,310.546,0.759084791386272,0.782659146901233
254,291.769116241802,291.774290179173,286.477966666667,0.378196500672948,0.373661495109929
384,389.567065180885,367.358002331978,378.137633333333,0.449528936742934,0.45331366415643
314,292.818076899693,293.756082426887,296.161933333333,0.667563930013459,0.698422359930876
482,489.248894421935,480.860001225185,484.203433333333,0.620457604306864,0.641038691906661
527,529.359254912269,522.626594979039,526.156333333333,0.676985195154778,0.654637576010425
374,363.775013480711,363.148222530063,370.114166666667,0.600269179004038,0.585204472353021
343,334.163886519305,326.824679629649,334.517366666667,0.698519515477793,0.697711542719204
263,273.149808705154,258.486792091938,273.058666666667,0.667563930013459,0.689100003736182
498,3662.80739650811,480.225243512981,600.622166666666,0.676985195154778,0.727633276979991
647,651.599430883373,658.344104834167,634.2258,0.63257065948856,0.657882077214031
353,355.864487751941,354.355398204054,349.259733333333,0.690444145356662,0.683704712154167
249,252.330650221261,232.440707432898,238.022166666666,0.598923283983849,0.609917025576268
388,388.886247993844,389.8884123541,384.347566666666,0.388963660834455,0.381256125124101
335,334.309710521184,329.272268623146,328.870933333333,0.270524899057873,0.265327802370827
738,710.309667271794,716.086557293795,707.7273,0.320323014804845,0.327742941687392
332,327.63501295472,337.955514720487,331.341666666666,0.304172274562584,0.295707255976113
386,381.366435726422,376.382681659343,377.303833333333,0.227456258411844,0.235256143175849
476,542.24040198635,558.09862151282,524.0107,0.286675639300135,0.289341890726952
287,266.212684859934,277.625720894568,283.389566666667,0.345895020188425,0.349682012769608
278,264.587883129281,268.756656064142,284.4711,0.329744279946164,0.317698630675765
525,526.683124968592,531.201167308206,511.069766666666,0.317631224764468,0.30837669589351
490,478.549956482638,477.152077684791,475.673566666667,0.2907133243607,0.291215989554402
268,271.218662364601,265.169573717808,270.871633333333,0.283983849259758,0.282970772792148
345,352.225482836685,353.398475714923,340.940133333333,0.313593539703903,0.283401561495946
211,208.471063527855,198.381664034842,236.9298,0.329744279946164,0.289418461961341
369,372.82144581247,367.081673625732,357.399266666667,0.305518169582773,0.288389101659347
262,296.475062474478,322.639268781157,315.316166666667,0.302826379542396,0.313542432830595
414,415.911684261599,396.823991468908,392.217166666667,0.308209959623149,0.305568906478662
283,311.147617843281,304.647207318286,274.6576,0.337819650067295,0.347426589867121
409,386.79454709458,384.674994329007,395.464233333333,0.240915208613728,0.2422732347244
321,325.977031469592,323.432149360538,321.679866666667,0.267833109017497,0.264863601351771
533,523.886129501556,536.365770579257,533.957233333333,0.250336473755047,0.258124559724747
630,613.552637169273,622.906202527633,624.948466666667,0.698519515477793,0.681553885456286
721,702.973578416595,698.732991290293,665.300566666667,0.584118438761777,0.577590669667766
472,474.001342830187,476.679825868016,500.6816,0.790040376850606,0.789191577488287
492,479.532381499754,478.554085097178,472.494733333334,0.753701211305518,0.7653712680014
317,324.139619631766,331.499010744752,330.397366666667,0.804845222072678,0.77671938943589
442,439.862076922805,434.006386298311,415.7499,0.733512786002692,0.72975113538338
635,664.938053305769,663.618791386949,641.778333333333,0.746971736204576,0.766925185708018
722,711.522086263639,705.623552098743,706.1506,0.833109017496635,0.832705823062855
371,365.815448257835,365.582240260021,369.5591,0.756393001345895,0.756428281157669
272,277.381131615788,294.322921923996,300.1353,0.85464333781965,0.84912989529236
285,270.14368293805,279.802723084553,281.014466666667,0.60699865410498,0.593269464755692
250,248.480690743328,239.205028951601,251.2819,0.343203230148048,0.339896357571351
324,333.644789785189,321.078247230173,322.6623,0.698519515477793,0.699295317557101
349,343.054203128556,341.152229049752,339.620866666667,0.251682368775236,0.255098786935984
248,251.838671740714,248.904803187343,263.366333333333,0.336473755047106,0.356825867701151
368,405.040260675395,398.268743965602,361.018333333333,0.383580080753701,0.389600718096738
582,582.585838662004,582.130196337225,573.804166666667,0.390309555854643,0.420954738214348
346,366.393183017986,355.441220335006,373.053666666666,0.468371467025572,0.476277414935406
367,366.644412977963,351.639172496409,365.719566666667,0.927321668909825,0.89530504911206
757,734.276261816149,729.988453640161,718.741433333334,0.792732166890982,0.77078074073611
468,456.347108327706,452.812595808573,442.568233333333,0.866756393001346,0.859140591513297
380,366.037075400366,369.059514980009,343.8883,0.676985195154778,0.666557544479743
274,284.918741416172,256.014755851557,274.021433333333,0.771197846567968,0.765797390034501
376,358.628159570131,355.530504558426,350.9345,0.807537012113055,0.763892560444698
335,342.929675243845,332.785528054453,331.818566666667,0.796769851951548,0.796482303788341
318,330.409544290073,326.588393155145,332.8608,0.593539703903096,0.592237977819074
793,756.969627332161,749.266017886781,703.631166666667,0.340511440107672,0.34682400483868
462,454.877017006199,467.884140184709,469.675166666667,0.296096904441454,0.300999840095385
224,230.337421118181,232.258184884483,246.0966,0.372812920592194,0.372948645523443
288,291.942071322992,283.481371125071,279.027966666667,0.271870794078062,0.299691206409692
630,635.48748115277,615.831428198086,608.200866666667,0.51278600269179,0.50059580003066
188,183.500615752314,189.424503873774,209.8127,0.26514131897712,0.283504520124173
445,448.813900732475,434.619123655372,413.7101,0.360699865410498,0.366344018620208
461,447.346145467835,449.762321414613,430.312433333333,0.457604306864065,0.464267793118265
259,252.497025217656,235.027642551756,261.525333333333,0.46164199192463,0.455655028924253
389,386.998033373709,385.908213176664,388.036966666667,0.539703903095559,0.543931496024993
353,338.848431796507,339.258919008044,339.473833333333,0.378196500672948,0.369359010100493
328,333.3533792219,317.154824743673,310.731666666667,0.32436069986541,0.330343320985875
297,304.966551198522,292.023558042923,284.268,0.321668909825034,0.317442902311363
445,431.014513522582,441.575210876509,438.448466666667,0.343203230148048,0.33979387093021
347,347.587927623141,344.191050634172,340.186333333333,0.641991924629879,0.639921349871412
615,612.978433480398,605.785360224264,584.334566666666,0.597577388963661,0.597983012042539
553,525.542773585453,535.528910348813,506.027433333333,0.551816958277254,0.533632131249275
708,707.644988410272,694.235688288201,673.194433333334,0.663526244952894,0.653688786260412
181,201.309326268128,223.372302476221,236.210833333333,0.729475100942127,0.737548956605349
303,299.351843789642,299.215705258743,313.393333333333,0.360699865410498,0.355068752983597
249,264.579148254131,248.636391159968,264.765733333333,0.427994616419919,0.429982504968659
427,426.316326069578,418.173308858903,399.324633333333,0.63257065948856,0.663361879149824
332,311.463804798063,320.578809321076,314.028266666667,0.600269179004038,0.617155466283953
238,255.789921164796,225.017045260107,252.931766666667,0.627187079407806,0.613959627739509
276,267.441582837684,271.002627065637,291.8779,0.588156123822342,0.566103842343158
