"models","build_time_taken","prediction_time"
"GLM",0.0335779190063477,0.0050511360168457
"SVM",0.192329883575439,0.0187211036682129
"RandomForest",4.02342200279236,0.0717639923095703
"NeuralNetwork",142.820551872253,0.00140500068664551
