"output_yield","year","reginal_zone","province_code"
407,2535,15,430
729,2535,15,440
477,2535,15,450
655,2535,15,460
398,2535,18,470
257,2535,18,480
446,2535,18,490
312,2535,20,510
353,2535,20,520
327,2535,19,530
328,2535,19,540
495,2535,19,550
498,2535,17,560
678,2535,17,570
336,2535,16,580
353,2535,16,590
448,2535,17,600
393,2535,16,610
355,2535,16,620
307,2535,21,630
314,2535,21,640
275,2535,21,650
253,2535,23,660
353,2535,23,670
227,2535,23,680
272,2535,23,690
304,2535,22,700
372,2535,22,710
326,2535,22,720
299,2535,22,730
328,2535,24,740
272,2535,24,750
293,2535,24,760
250,2536,12,10
199,2536,12,20
267,2536,12,30
281,2536,13,40
524,2536,13,50
365,2536,13,60
411,2536,9,70
384,2536,9,80
359,2536,9,90
447,2536,11,100
323,2536,11,110
377,2536,11,120
355,2536,10,130
322,2536,10,140
273,2536,8,150
231,2536,8,160
247,2536,8,170
330,2536,1,180
307,2536,1,200
249,2536,1,210
283,2536,2,220
276,2536,2,230
246,2536,2,240
186,2536,3,250
188,2536,3,270
221,2536,5,280
264,2536,5,290
225,2536,5,300
220,2536,4,310
314,2536,4,320
380,2536,4,330
276,2536,4,340
273,2536,6,350
233,2536,6,360
321,2536,7,370
332,2536,7,380
555,2536,14,390
410,2536,14,400
561,2536,14,410
376,2536,14,420
369,2536,15,430
722,2536,15,440
472,2536,15,450
675,2536,15,460
380,2536,18,470
319,2536,18,480
481,2536,18,490
333,2536,20,510
341,2536,20,520
316,2536,19,530
321,2536,19,540
603,2536,19,550
484,2536,17,560
600,2536,17,570
367,2536,16,580
413,2536,16,590
492,2536,17,600
445,2536,16,610
251,2536,16,620
331,2536,21,630
257,2536,21,640
313,2536,21,650
248,2536,23,660
493,2536,23,670
224,2536,23,680
312,2536,23,690
269,2536,22,700
317,2536,22,710
373,2536,22,720
400,2536,22,730
334,2536,24,740
290,2536,24,750
325,2536,24,760
237,2537,12,10
450,2537,12,20
463,2537,12,30
498,2537,13,40
513,2537,13,50
355,2537,13,60
373,2537,9,70
451,2537,9,80
315,2537,9,90
476,2537,11,100
449,2537,11,110
493,2537,11,120
388,2537,10,130
342,2537,10,140
350,2537,8,150
318,2537,8,160
448,2537,8,170
324,2537,1,180
279,2537,1,190
237,2537,1,200
263,2537,1,210
324,2537,2,220
250,2537,2,230
275,2537,2,240
183,2537,3,250
239,2537,3,260
261,2537,3,270
281,2537,5,280
307,2537,5,290
245,2537,5,300
229,2537,4,310
259,2537,4,320
353,2537,4,330
243,2537,4,340
330,2537,6,350
237,2537,6,360
417,2537,7,370
346,2537,7,380
567,2537,14,390
580,2537,14,400
586,2537,14,410
439,2537,14,420
389,2537,15,430
793,2537,15,440
573,2537,15,450
679,2537,15,460
376,2537,18,470
248,2537,18,480
474,2537,18,490
279,2537,20,500
275,2537,20,510
293,2537,20,520
361,2537,19,530
258,2537,19,540
591,2537,19,550
542,2537,17,560
714,2537,17,570
314,2537,16,580
411,2537,16,590
488,2537,17,600
414,2537,16,610
264,2537,16,620
282,2537,21,630
275,2537,21,640
276,2537,21,650
280,2537,23,660
334,2537,23,670
268,2537,23,680
344,2537,23,690
309,2537,22,700
309,2537,22,710
354,2537,22,720
323,2537,22,730
307,2537,24,740
269,2537,24,750
310,2537,24,760
265,2538,12,10
424,2538,12,20
513,2538,12,30
375,2538,13,40
396,2538,13,50
404,2538,13,60
395,2538,9,70
486,2538,9,80
281,2538,9,90
432,2538,11,100
443,2538,11,110
380,2538,11,120
269,2538,10,130
302,2538,10,140
263,2538,8,150
286,2538,8,160
449,2538,8,170
268,2538,1,180
318,2538,1,190
235,2538,1,200
234,2538,1,210
265,2538,2,220
214,2538,2,230
230,2538,2,240
249,2538,3,250
261,2538,3,260
267,2538,3,270
266,2538,5,280
266,2538,5,290
276,2538,5,300
259,2538,4,310
282,2538,4,320
302,2538,4,330
259,2538,4,340
211,2538,6,350
297,2538,6,360
363,2538,7,370
270,2538,7,380
499,2538,14,390
639,2538,14,400
547,2538,14,410
313,2538,14,420
232,2538,15,430
685,2538,15,440
499,2538,15,450
444,2538,15,460
352,2538,18,470
205,2538,18,480
435,2538,18,490
250,2538,20,500
320,2538,20,510
268,2538,20,520
265,2538,19,530
289,2538,19,540
476,2538,19,550
539,2538,17,560
613,2538,17,570
303,2538,16,580
417,2538,16,590
538,2538,17,600
462,2538,16,610
285,2538,16,620
248,2538,21,630
257,2538,21,640
323,2538,21,650
236,2538,23,660
328,2538,23,670
282,2538,23,680
367,2538,23,690
315,2538,22,700
353,2538,22,710
358,2538,22,720
345,2538,22,730
325,2538,24,740
287,2538,24,750
335,2538,24,760
318,2539,12,10
466,2539,12,20
523,2539,12,30
476,2539,13,40
523,2539,13,50
326,2539,13,60
352,2539,9,70
347,2539,9,80
331,2539,9,90
508,2539,11,100
216,2539,11,110
513,2539,11,120
368,2539,10,130
317,2539,10,140
313,2539,8,150
352,2539,8,160
424,2539,8,170
381,2539,1,180
305,2539,1,190
313,2539,1,200
286,2539,1,210
292,2539,2,220
234,2539,2,230
285,2539,2,240
166,2539,3,250
236,2539,3,260
238,2539,3,270
235,2539,5,280
219,2539,5,290
264,2539,5,300
263,2539,4,310
223,2539,4,320
395,2539,4,330
267,2539,4,340
267,2539,6,350
281,2539,6,360
389,2539,7,370
393,2539,7,380
563,2539,14,390
498,2539,14,400
540,2539,14,410
461,2539,14,420
399,2539,15,430
642,2539,15,440
627,2539,15,450
673,2539,15,460
343,2539,18,470
255,2539,18,480
407,2539,18,490
239,2539,20,500
284,2539,20,510
262,2539,20,520
367,2539,19,530
306,2539,19,540
706,2539,19,550
633,2539,17,560
540,2539,17,570
204,2539,16,580
398,2539,16,590
249,2539,17,600
323,2539,16,610
332,2539,16,620
276,2539,21,630
251,2539,21,640
308,2539,21,650
314,2539,23,660
367,2539,23,670
288,2539,23,680
370,2539,23,690
295,2539,22,700
361,2539,22,710
390,2539,22,720
311,2539,22,730
335,2539,24,740
298,2539,24,750
336,2539,24,760
423,2540,12,10
461,2540,12,20
428,2540,12,30
470,2540,13,40
488,2540,13,50
379,2540,13,60
346,2540,9,70
351,2540,9,80
368,2540,9,90
553,2540,11,100
416,2540,11,110
443,2540,11,120
418,2540,10,130
414,2540,10,140
314,2540,8,150
305,2540,8,160
450,2540,8,170
314,2540,1,180
395,2540,1,190
241,2540,1,200
292,2540,1,210
248,2540,2,220
248,2540,2,230
264,2540,2,240
256,2540,3,250
252,2540,3,260
259,2540,3,270
290,2540,5,280
311,2540,5,290
246,2540,5,300
281,2540,4,310
274,2540,4,320
219,2540,4,330
234,2540,4,340
236,2540,6,350
274,2540,6,360
409,2540,7,370
392,2540,7,380
594,2540,14,390
607,2540,14,400
