x
849.263825048036
849.220576861228
849.147376418888
849.241019264325
849.282058641876
832.256022646408
847.282236985205
849.263572041185
849.227784591333
849.266484602134
849.171467097147
849.273666313309
849.263575394318
849.26893898964
849.223059746982
849.27192222029
849.193877477015
840.313616404705
668.610361187991
802.187845656258
767.29408132634
595.573781375002
762.754216427228
821.907479891793
802.131297429396
807.164453150912
754.132073535495
678.047169020755
604.41467421341
690.530253451084
666.625594716014
758.012510432103
726.240800368151
810.062733093233
654.463501216142
721.9776139821
549.770397608944
849.275977646971
849.195971085142
849.282497341125
849.280990991399
849.28302811254
849.280036132223
849.280751767121
849.283319106316
849.281126615456
849.283553001005
849.213680032
836.540751942793
849.274836101615
666.15113033268
826.410628616776
838.4187798643
844.436989308401
848.330529488926
849.283818307542
849.282663554466
849.283640297983
849.268718605699
849.281996657237
849.282857515675
849.2829924453
849.210988009656
817.011879482174
747.030786480217
832.96424358756
738.351136097214
848.450732934799
676.077768119578
827.454641124935
847.216705328614
847.534484553348
849.218133607312
832.662545494953
817.10217202897
792.146221162702
816.288989937971
849.267929665563
849.096686802552
849.243886692271
849.254270951015
849.280430584662
845.650622419174
848.036923309674
849.26986577003
849.250300357008
849.279902382351
848.934250646929
849.276968716253
849.273574145285
849.274046474517
849.225511852352
849.275494713435
849.218210881668
845.112864200442
835.109034967138
803.424201267278
833.501631932682
652.277657436672
748.158213444848
809.355195632358
727.467032808823
771.270643110856
632.855928012759
742.240668370724
804.260543635946
614.46976631928
574.563024100086
684.512574358013
546.607590902905
796.070622111743
695.462456991561
795.67683325435
532.031368155558
849.277716313452
849.21752965115
849.282956549515
849.281554004036
849.283188004723
849.281812824925
849.280467876523
849.283453990384
849.282219562358
849.283658464486
849.238247748818
840.387807850917
849.277224042032
589.817860129122
822.61067740482
839.701401507562
844.049223549377
848.735794253717
849.283837694175
849.282388937743
849.28373708342
849.272464042365
849.282464885651
849.279971782575
849.283066824782
849.230736175651
825.462881789319
758.940106018124
831.831401934605
720.683987674622
848.766940912973
793.342776971729
833.067198722752
848.069548242588
847.890324435609
849.234185562665
836.676445567576
828.456587052587
165.222996102229
803.596647758343
