"","actual","predicted.gaussian","predicted.poission","predicted.quasi"
"339",316,320.656304632571,5.79953075655112,320.656304632571
"120",345,264.880142461341,5.6232198094566,264.880142461341
"868",269,247.797758643238,5.58710773606101,247.797758643238
"1388",531,525.558042573379,6.26254787731156,525.558042573379
"1534",326,332.619848260193,5.78358099543724,332.619848260193
"1339",414,384.937209707106,5.92376383305574,384.937209707106
"1198",376,368.129478286607,5.8917887034955,368.129478286607
"598",351,375.456006034818,5.91864236114241,375.456006034818
"84",241,243.344441074357,5.54976136581114,243.344441074357
"153",276,309.433096188949,5.77723625923166,309.433096188949
"39",345,380.576888787882,5.94120339721762,380.576888787882
"1097",361,358.287299079471,5.86882142192194,358.287299079471
"1821",607,616.378917906943,6.47937833008034,616.378917906943
"599",368,362.165269232768,5.90579843023426,362.165269232768
"1169",459,456.780367573328,6.1274993744627,456.780367573328
"1466",691,692.854282344116,6.58235950388519,692.854282344116
"1956",445,412.464271906528,6.02590964101497,412.464271906528
"19",247,259.604560523853,5.58489601036258,259.604560523853
"2026",365,382.075639420607,5.93708148554771,382.075639420607
"1704",559,561.339589228693,6.33517293352396,561.339589228693
"754",342,424.231229773491,6.0519848721678,424.231229773491
"2104",340,341.61254879943,5.79627706119342,341.61254879943
"181",460,456.057893530954,6.06688772352111,456.057893530954
"680",471,450.530113309957,6.08368714236929,450.530113309957
"1021",333,339.176670436888,5.83282281506188,339.176670436888
"2012",616,591.967339667787,6.39284145523478,591.967339667787
"1615",529,542.480283528426,6.26697495273623,542.480283528426
"173",235,235.244926669855,5.52061856298171,235.244926669855
"2057",389,398.073357376303,5.99559109987644,398.073357376303
"1953",492,429.450793272736,6.06706061906574,429.450793272736
"1136",523,515.227295705184,6.23706262195009,515.227295705184
"2007",695,722.263844274322,6.580357390633,722.263844274322
"1928",647,639.725048305865,6.46380247314008,639.725048305865
"22",268,280.716660272807,5.6417723137246,280.716660272807
"1744",610,616.06625490948,6.48063353131853,616.06625490948
"901",445,410.512850707391,6.0169706404673,410.512850707391
"804",342,355.391407700288,5.90079126441969,355.391407700288
"1448",323,320.743768148209,5.76000507847166,320.743768148209
"1571",352,356.347482092092,5.88124775718401,356.347482092092
"432",309,278.630808278145,5.6581296473276,278.630808278145
"1045",378,355.058282373547,5.84314902137245,355.058282373547
"1583",545,564.938842512457,6.35805958938748,564.938842512457
"371",315,313.211522691395,5.76883485374495,313.211522691395
"1212",548,536.856330835455,6.27992497630658,536.856330835455
"137",254,252.385984307049,5.57377567253636,252.385984307049
"1231",374,364.087895909962,5.87850483434333,364.087895909962
"952",370,398.580995943459,6.00272656290916,398.580995943459
"690",262,283.329843011711,5.68120971473083,283.329843011711
"478",639,592.08328468463,6.35386517166765,592.08328468463
"1229",293,313.572480771785,5.73540913200618,313.572480771785
"1426",384,372.451724510905,5.92204200600731,372.451724510905
"550",281,276.041169109692,5.6084447054391,276.041169109692
"177",283,289.13867200621,5.63267091026305,289.13867200621
"1875",313,336.747219280236,5.82129779759088,336.747219280236
"1502",367,365.356333095675,5.90423478301606,365.356333095675
"2034",430,416.020164874742,6.06320810036579,416.020164874742
"1322",368,358.416105312353,5.86549983923049,358.416105312353
"747",480,488.22395939958,6.18469618841693,488.22395939958
"1599",312,316.51027810242,5.77155338538519,316.51027810242
"1832",368,336.218152707685,5.7845490199803,336.218152707685
"2056",570,585.6317176464,6.40258104929073,585.6317176464
"383",263,268.96802742963,5.60526105730077,268.96802742963
"1278",452,489.436228492031,6.21891409809111,489.436228492031
"408",679,633.355822474746,6.42956149935799,633.355822474746
"1772",659,681.653656133636,6.53574391211101,681.653656133636
"93",218,223.333339214394,5.44299691804829,223.333339214394
"858",544,550.348201213889,6.28372316357595,550.348201213889
"883",268,302.58869299217,5.75562596891019,302.58869299217
"347",445,431.06325708234,6.05026603497006,431.06325708234
"816",344,331.634384566997,5.79266099734714,331.634384566997
"583",370,324.488212309827,5.76375482244326,324.488212309827
"1028",382,428.859648283009,6.06823236279336,428.859648283009
"1894",557,558.842772307413,6.34182523209692,558.842772307413
"1673",366,326.66402318846,5.81209017308575,326.66402318846
"1927",736,775.274227825837,6.73675774882312,775.274227825837
"1548",757,717.968513950952,6.59853485186286,717.968513950952
"1648",344,358.344387629459,5.89827549522817,358.344387629459
"480",313,404.651553120111,5.96510791925264,404.651553120111
"1428",507,498.865532839744,6.21242464919715,498.865532839744
"418",542,530.115114763473,6.2677034063606,530.115114763473
"826",445,463.0887374589,6.11675742864638,463.0887374589
"1535",358,368.799729768382,5.89483389032962,368.799729768382
"1955",377,370.589142218765,5.92960721287737,370.589142218765
"1065",333,339.670807332576,5.80317426774938,339.670807332576
"675",455,412.841924675877,6.00245773832123,412.841924675877
"1537",286,303.200623239707,5.69644783357497,303.200623239707
"1107",502,535.666203732496,6.29738801333852,535.666203732496
"276",307,278.372568419401,5.63246721467236,278.372568419401
"837",363,298.475731983895,5.70653042284048,298.475731983895
"2074",301,324.120840221926,5.76516140692122,324.120840221926
"605",314,298.897417917314,5.69127781997236,298.897417917314
"429",334,395.58416553379,5.9536055782527,395.58416553379
"708",511,506.063800816854,6.21501968696861,506.063800816854
"551",389,392.596612756877,5.97838350529011,392.596612756877
"1192",344,381.106422257398,5.91308647522753,381.106422257398
"1992",372,394.765502403712,5.9528051153186,394.765502403712
"1138",491,487.151537868523,6.17853733721246,487.151537868523
"1150",363,380.693360300869,5.91453721168113,380.693360300869
"42",411,494.084749254641,6.18036216295123,494.084749254641
"1964",448,511.719605622315,6.24231190387968,511.719605622315
"1601",293,288.336602409111,5.68798303199573,288.336602409111
"514",335,312.81655745173,5.74347707389908,312.81655745173
"168",236,246.005842156367,5.53863986511456,246.005842156367
"1258",579,605.224323612341,6.41876113511049,605.224323612341
"1847",545,565.24234850906,6.31448200238496,565.24234850906
"2037",367,368.063222640382,5.92877414344694,368.063222640382
"1081",285,315.514712938405,5.7083450828723,315.514712938405
"524",508,504.14912816977,6.20305353318855,504.14912816977
"66",236,218.000639904988,5.49532081543224,218.000639904988
"161",469,363.29025187839,5.84400648625954,363.29025187839
"438",310,320.055266964774,5.7774968924522,320.055266964774
"1678",283,280.974732197691,5.67202585011148,280.974732197691
"1867",614,562.536268315585,6.30130791213353,562.536268315585
"1410",641,629.626107233411,6.45643889175135,629.626107233411
"204",267,262.706193935637,5.59733892220382,262.706193935637
"1985",306,318.682695050872,5.7605586192251,318.682695050872
"798",591,562.976769289157,6.3330581004247,562.976769289157
"1524",320,317.287047757558,5.74442440888848,317.287047757558
"158",322,274.022020147997,5.6159857395987,274.022020147997
"847",291,283.821386205128,5.6484978815209,283.821386205128
"1386",299,326.84521180258,5.75463456925378,326.84521180258
"2098",597,544.364974968556,6.28186403369268,544.364974968556
"1913",306,307.973434981699,5.70165706903337,307.973434981699
"715",496,499.089606675573,6.19617372526949,499.089606675573
"795",346,332.128200269212,5.83881857284784,332.128200269212
"61",218,260.281677994753,5.62468317355927,260.281677994753
"1763",302,285.030297838478,5.64502032666893,285.030297838478
"143",350,270.731488611053,5.58513441121914,270.731488611053
"879",510,503.922370051216,6.217507144969,503.922370051216
"812",329,356.131786351827,5.84152934458287,356.131786351827
"1701",556,681.107055838871,6.4963515166053,681.107055838871
"340",321,285.793288993079,5.7091711337989,285.793288993079
"1918",360,371.401833027683,5.88041905476366,371.401833027683
"548",267,258.994912703655,5.57577918931341,258.994912703655
"751",468,422.43889583861,6.03119458795324,422.43889583861
"1422",436,436.878343487035,6.08979960297083,436.878343487035
"2022",664,641.51526785857,6.47912813736729,641.51526785857
"563",407,428.133199798814,6.046505320175,428.133199798814
"1872",364,374.084861476709,5.92315331520953,374.084861476709
"1262",284,313.586108453859,5.72704770043296,313.586108453859
"1371",324,319.573311839343,5.76915601891463,319.573311839343
"1993",371,405.479782447035,5.97549459689458,405.479782447035
"716",265,242.998681030946,5.53657768555553,242.998681030946
"1768",276,239.043997846207,5.49112446654639,239.043997846207
"846",280,263.119595986984,5.60844478435184,263.119595986984
"2042",521,550.908365953998,6.32414914148767,550.908365953998
"1438",612,584.434482159925,6.38412659840417,584.434482159925
"875",680,638.85692789653,6.45265553683487,638.85692789653
"503",323,302.885638887003,5.72135921893086,302.885638887003
"880",350,357.554051876913,5.90581071312713,357.554051876913
"354",224,253.956971196033,5.58966556137391,253.956971196033
"1413",383,352.894099113106,5.8564326628485,352.894099113106
"307",330,329.292472100099,5.77267626135671,329.292472100099
"767",254,267.632441257715,5.59376092759209,267.632441257715
"704",386,391.836829348444,5.97303355081642,391.836829348444
"1551",543,558.153992008602,6.32880476291314,558.153992008602
"306",247,294.483370331586,5.71296080586606,294.483370331586
"1938",415,430.257386104921,5.99306097991589,430.257386104921
"15",319,325.475123217696,5.79919240955378,325.475123217696
"1340",312,323.860347579436,5.75867225106322,323.860347579436
"1072",313,325.302564250042,5.74792432076998,325.302564250042
"342",484,501.647582209938,6.20572021062402,501.647582209938
"83",414,389.8066641051,5.89974118415771,389.8066641051
"504",236,268.708116599988,5.61323523673701,268.708116599988
"931",424,448.660558973336,6.11393153236755,448.660558973336
"1837",344,336.056288706144,5.78313918496714,336.056288706144
"234",287,296.881692142944,5.69945034075223,296.881692142944
"202",283,316.421690802289,5.82182511448202,316.421690802289
"1305",309,312.204144710939,5.73512582356769,312.204144710939
"890",333,386.113662081294,5.95807664654952,386.113662081294
"1693",346,438.62192278293,6.02495602316901,438.62192278293
"455",449,409.526547803943,5.95283478466278,409.526547803943
"269",498,1221.3213393198,7.13893439690352,1221.3213393198
"859",569,557.371540336016,6.23906091458165,557.371540336016
"2043",585,559.54830594522,6.33354162899897,559.54830594522
"1273",360,359.587086886098,5.8554535426052,359.587086886098
"2001",512,515.512343835505,6.24076564478145,515.512343835505
"1455",354,375.256001414178,5.90152852310595,375.256001414178
"772",291,293.602450478534,5.67681526319963,293.602450478534
"586",390,398.937692523225,5.96365399087875,398.937692523225
"573",398,453.598089208381,6.09315710834582,453.598089208381
"763",332,291.831476668932,5.67202406513159,291.831476668932
"1718",393,355.707541332233,5.85610681941016,355.707541332233
"1842",362,372.719419686968,5.92229154740513,372.719419686968
"350",257,253.269145786635,5.56717065441261,253.269145786635
"1104",490,489.401538643902,6.188342245576,489.401538643902
"1612",310,299.382513460906,5.70876261299045,299.382513460906
"1101",766,704.881346352034,6.58616230668019,704.881346352034
"815",351,354.492419669317,5.85723548659561,354.492419669317
"1193",442,433.999316815318,6.05412530586289,433.999316815318
"2033",447,405.939556052798,6.01467367209035,405.939556052798
"157",314,276.733755419069,5.62097745851058,276.733755419069
"1288",502,499.984733527354,6.20031073048477,499.984733527354
"587",311,333.374866459743,5.80933667366875,333.374866459743
"552",393,373.654245751901,5.91859407743996,373.654245751901
"1361",510,475.178096261416,6.14044085626606,475.178096261416
"1439",528,537.622214997597,6.29395999722272,537.622214997597
"442",375,445.873199816663,6.095765696237,445.873199816663
"422",488,478.21311302592,6.15940646004367,478.21311302592
"2097",740,726.567768466712,6.62463793254456,726.567768466712
"2113",393,411.846135236986,6.01475912112333,411.846135236986
"453",263,164.828888873602,5.2972993215797,164.828888873602
"585",361,357.812035919192,5.86930938605718,357.812035919192
"1048",553,517.704226264512,6.25502272567049,517.704226264512
"1453",298,305.778393503377,5.70858284775118,305.778393503377
"78",444,354.665362621104,5.81329129737989,354.665362621104
"1659",555,566.293013858182,6.36977430470543,566.293013858182
"1412",421,446.249607799153,6.08315305152633,446.249607799153
"947",382,391.724083827029,5.96375680698892,391.724083827029
"1159",530,523.426204519276,6.25975569040183,523.426204519276
"990",278,292.75805575634,5.68813832986006,292.75805575634
"226",355,455.759428284054,6.09263020290734,455.759428284054
"44",400,418.097031986008,6.02789868110016,418.097031986008
"1796",332,327.75808709285,5.77362122012955,327.75808709285
"855",411,426.742210539184,6.06366407791573,426.742210539184
"25",258,259.991731185756,5.58821532128071,259.991731185756
"386",275,293.923271656677,5.67846198463183,293.923271656677
"1356",450,452.508994740364,6.09679964857025,452.508994740364
"1494",358,333.100185052041,5.78983597091975,333.100185052041
"360",334,307.200714250217,5.72692801817169,307.200714250217
"381",279,286.680855821273,5.65374697882926,286.680855821273
"1630",400,386.688971462262,5.91961732939657,386.688971462262
"655",320,337.46673093052,5.78158567432525,337.46673093052
"614",264,283.146498329927,5.67308153932357,283.146498329927
"1347",373,389.529710696816,5.94888456712676,389.529710696816
"1889",604,553.713888888376,6.32108497904097,553.713888888376
"349",331,294.158257471196,5.68056035007235,294.158257471196
"232",238,280.535497740627,5.69730077598825,280.535497740627
"1878",379,379.873468999113,5.94903948866158,379.873468999113
"566",262,288.829920126303,5.73655159030505,288.829920126303
"1267",338,365.003112110024,5.88498324552767,365.003112110024
"882",260,269.134382380638,5.62206027063605,269.134382380638
"575",323,422.51544584961,6.02925371206228,422.51544584961
"833",426,429.605333008517,6.00401262932074,429.605333008517
"1127",573,551.617600133452,6.32399209060155,551.617600133452
"1402",403,394.997671950409,5.95397060703684,394.997671950409
"2060",368,352.096582232346,5.8436242862922,352.096582232346
"1460",320,314.161740250051,5.73543414998174,314.161740250051
"853",275,265.210135806941,5.56485568039233,265.210135806941
"1931",667,679.398371837718,6.52055845312925,679.398371837718
"719",329,333.439723899107,5.84335965759439,333.439723899107
"277",314,252.323903223104,5.53963705942216,252.323903223104
"1167",746,644.268810250786,6.48184753651921,644.268810250786
"1049",501,520.627219860012,6.27392874840646,520.627219860012
"1812",553,552.271499242999,6.31760365916186,552.271499242999
"1561",675,621.885500803687,6.4519401545271,621.885500803687
"1430",532,515.901674668607,6.25050643775772,515.901674668607
"2076",345,380.756328556415,5.87577568785174,380.756328556415
"682",398,385.725115246094,5.94853748825208,385.725115246094
"2070",373,411.221315592928,5.99604717949637,411.221315592928
"1680",344,304.731337794322,5.7111144253735,304.731337794322
"1640",458,451.527277267011,6.08829218996572,451.527277267011
"100",263,242.715877771669,5.49737148698609,242.715877771669
"431",344,333.300602225925,5.79520001933159,333.300602225925
"170",245,245.316425830652,5.56097555082238,245.316425830652
"240",288,246.755854788446,5.50301184853923,246.755854788446
"1289",509,528.71682326126,6.24367823958526,528.71682326126
"2017",465,459.551775336491,6.07801072500553,459.551775336491
"1713",586,527.776237458685,6.24145264740976,527.776237458685
"607",450,443.96206673466,6.08799289732578,443.96206673466
"992",290,301.882439727015,5.70606780087663,301.882439727015
"634",734,699.389564762287,6.53734629472492,699.389564762287
"1303",370,397.546639203363,5.95890893005188,397.546639203363
"1787",799,753.876017988968,6.63843019719607,753.876017988968
"650",490,510.780204592799,6.2228573551212,510.780204592799
"757",348,343.637912447745,5.79099890301896,343.637912447745
"2",523,425.822496451856,6.02144443781622,425.822496451856
"369",373,394.888059992057,5.96764893185106,394.888059992057
"35",352,319.236361386352,5.8002894939916,319.236361386352
"1394",771,755.130345338908,6.65602427306596,755.130345338908
"2027",337,321.631724196183,5.77317050972009,321.631724196183
"1106",594,615.041318786569,6.44403253864174,615.041318786569
"1994",346,333.15289214001,5.77896978588058,333.15289214001
"1364",533,539.430808748738,6.27491163674341,539.430808748738
"743",454,451.665147993816,6.10761510616978,451.665147993816
"363",237,368.760623114454,5.93890292204816,368.760623114454
"562",255,257.132491475819,5.63061394101792,257.132491475819
"936",648,581.500656961526,6.37110244831882,581.500656961526
"2032",386,365.602873045335,5.91891736929445,365.602873045335
"843",268,263.004929247005,5.58000822716998,263.004929247005
"685",348,308.984164073858,5.72095311642716,308.984164073858
"787",517,559.804205743531,6.31599477723757,559.804205743531
"2068",380,405.447880850255,5.98338707668471,405.447880850255
"1144",286,303.211003282054,5.7126673284835,303.211003282054
"1342",351,335.960298199259,5.77938604540872,335.960298199259
"297",384,354.231801590314,5.84531096374651,354.231801590314
"1507",499,558.837264117218,6.35305504489563,558.837264117218
"987",537,506.416255407117,6.22951590240533,506.416255407117
"1113",325,404.632575823691,5.99319326275356,404.632575823691
"627",409,411.247872745714,6.02487205563678,411.247872745714
"1244",752,727.529982060386,6.62624369819981,727.529982060386
"1632",414,417.994964746966,6.00471089959712,417.994964746966
"964",355,370.793893287163,5.88078258889014,370.793893287163
"1786",456,452.026979136373,6.05699311815824,452.026979136373
"1092",801,747.474878504088,6.6761488913928,747.474878504088
"54",254,328.986926737545,5.82832239876217,328.986926737545
"1001",269,301.285331032055,5.70151818318238,301.285331032055
"1094",368,374.765295138623,5.89947146332134,374.765295138623
"443",396,443.288955699262,6.07571333700826,443.288955699262
"391",307,297.053644049368,5.65934035903461,297.053644049368
"20",274,261.041658785794,5.57846651830109,261.041658785794
"623",219,292.505331907663,5.73437683043549,292.505331907663
"1635",674,693.950205986233,6.53946029607187,693.950205986233
"589",298,305.035653155334,5.71752751664463,305.035653155334
"1160",521,492.045384700199,6.17503500277284,492.045384700199
"1851",656,641.112071333871,6.46296258574931,641.112071333871
"1543",719,728.922220915538,6.63769304749601,728.922220915538
"364",450,414.218580725553,6.02227196192453,414.218580725553
"1764",275,243.343357693475,5.52385419708585,243.343357693475
"1999",312,323.461030840431,5.72600849467442,323.461030840431
"648",365,365.337134117957,5.92203054765656,365.337134117957
"1636",579,530.977222094244,6.25792194756284,530.977222094244
"63",316,334.051564786104,5.82040911358747,334.051564786104
"424",264,318.966051029349,5.83130257307914,318.966051029349
"1572",373,391.606492535027,5.9584048402391,391.606492535027
"1677",325,302.785852776148,5.7397052559456,302.785852776148
"1785",417,428.77346097045,6.01367522778205,428.77346097045
"1102",685,620.180909109813,6.45313971516579,620.180909109813
"1015",725,634.792743413568,6.47204440954162,634.792743413568
"626",274,283.323631332056,5.63667027348475,283.323631332056
"1228",333,352.689608638742,5.8228449602216,352.689608638742
"1335",521,529.630797975393,6.28790393531579,529.630797975393
"230",355,327.051447476635,5.76240687148231,327.051447476635
"1870",703,643.033406133254,6.46409743311245,643.033406133254
"1959",390,395.628036750339,5.99854489056248,395.628036750339
"1007",493,497.621415567867,6.2173173510474,497.621415567867
"1401",317,349.013575961656,5.87038160039217,349.013575961656
"95",245,225.236356590022,5.42844838645657,225.236356590022
"572",204,303.15189011402,5.77436162263486,303.15189011402
"1570",354,329.96367648937,5.78036075771919,329.96367648937
"324",321,356.571146604452,5.90059787008031,356.571146604452
"1877",308,308.041027132045,5.76591736771645,308.041027132045
"104",193,181.195241688582,5.28160450475297,181.195241688582
"392",245,205.09604587297,5.42946042225687,205.09604587297
"1274",381,373.799740166853,5.90409000534036,373.799740166853
"121",328,289.178392340628,5.68167577004139,289.178392340628
"1682",322,288.732379883752,5.67718083242371,288.732379883752
"129",402,389.750712557358,5.92002813098348,389.750712557358
"1186",279,309.492434552133,5.7164021594242,309.492434552133
"788",735,671.151511667675,6.50781540908808,671.151511667675
"145",480,449.35417703582,6.07770513347848,449.35417703582
"1408",525,482.515914571985,6.16006624469198,482.515914571985
"483",499,540.932063914217,6.25370908534885,540.932063914217
"296",411,393.689517926058,5.94749839460028,393.689517926058
"966",365,392.347364858651,5.97170408759452,392.347364858651
"900",347,383.66972586673,5.96650485221258,383.66972586673
"1514",611,591.928337194285,6.40697494285035,591.928337194285
